Idiopathic Pulmonary Fibrosis|C35716|C1800706|45157009|Idiopathic fibrosing alveolitis (disorder)|
Kearns-Sayre Syndrome|C84798|C0022541|77835008|Ophthalmoplegia plus syndrome (disorder)|
Keratoacanthoma|C3146|C0022572|254662007|Keratoacanthoma (disorder)|
Krukenberg Tumor|C3153|C0022790|359987004|Krukenburg tumor (disorder)|
LEOPARD Syndrome|C84820|C0175704|403537000|Generalized lentiginosis (disorder)|
Lewy Body Dementia|C84826|C0752347|80098002|Diffuse Lewy body disease (disorder)|
Limbic Encephalitis|C4350|C0338430|230192003|Limbic encephalitis (disorder)|
Machado-Joseph Disease|C84830|C0024408|91952008|Azorean disease (disorder)|
Malaria|C34797|C0024530|61462000|Malaria (disorder)|
Malaria|C34797|C0024530|105649009|Disease due to Plasmodiidae (disorder)|
Malignant Bone Neoplasm|C4016|C0279530|269466003|Malignant tumor of bone and articular cartilage (disorder)|
Malignant Eye Neoplasm|C4767|C0496836|363461003|Malignant tumor of eye (disorder)|
Malignant Skin Neoplasm|C2920|C0007114|372130007|Malignant neoplasm of skin (disorder)|
Mallory-Weiss Syndrome|C84881|C0024633|307131005|Mallory-Weiss tear (disorder)|
Mansonelliasis|C84882|C0024759|240849009|Mansonelliasis (disorder)|
Minimal Change Glomerulonephritis|C34844|C1704320|||
Mitral Valve Prolapse|C50655|C0026267|409712001|Mitral valve prolapse (disorder)|
Mixed Connective Tissue Disease|C84892|C0026272|398049005|Mixed collagen vascular disease (disorder)|
Mobius Syndrome|C84893|C0221060|89444000|Oromandibular-limb hypogenesis spectrum (disorder)|
Mucopolysaccharidosis Type IIIB|C84898|C0086648|59990008|Mucopolysaccharidosis, MPS-III-B (disorder)|
Mulibrey Nanism|C84906|C0524582|81604003|Mulibrey nanism syndrome (disorder)|
Multiple Endocrine Neoplasia|C6432|C0027662|46724008|Polyglandular activity in multiple endocrine adenomatosis (disorder)|
Multiple Osteochondromas|C53457|C0206641|134170006|[M]Osteochondromatosis NOS|
Multiple Sulfatase Deficiency Disease|C84908|C0268263|54898003|Multiple sulfatase deficiency (disorder)|
Multiple System Atrophy|C84909|C0393571|230297002|Multiple system atrophy (disorder)|
Myotonic Dystrophy|C84914|C0027126|77956009|Steinert myotonic dystrophy syndrome (disorder)|
Nasopharyngeal Neoplasm|C3257|C0027439|126680004|Neoplasm of nasopharynx (disorder)|
Necrotizing Ulcerative Gingivitis|C34637|C0017575|399050001|Acute necrotizing ulcerative gingivitis (disorder)|
Nephrogenic Fibrosing Dermopathy|C84920|C1619692|424114000|Nephrogenic systemic fibrosis (disorder)|
Nephropathy|C34843|C0022658|||
Neurofibromatosis|C6727|C0162678|19133005|Neurofibromatosis syndrome (disorder)|
Neurosyphilis|C84935|C0027927|26039008|Neurosyphilis (disorder)|
Niemann-Pick Disease, Type C|C85214|C0220756|66751000|Niemann-Pick disease, type C (disorder)|
Ocular Cicatricial Pemphigoid|C84939|C1282359|314757003|Ocular cicatricial pemphigoid (disorder)|
Oculocerebrorenal Syndrome|C84940|C0028860|79385002|Lowe syndrome (disorder)|
Optic Neuritis|C84950|C0029134|66760008|Optic neuritis (disorder)|
Osteochondrodysplasia|C84978|C0029422|105985007|Osteochondrodysplasia syndrome (disorder)|
Osteogenesis Imperfecta|C26837|C0029434|78314001|Osteogenesis imperfecta (disorder)|
Osteoporosis|C3298|C0029456|64859006|Osteoporosis (disorder)|
Ovarian Sertoli-Leydig Cell Tumor|C2880|C0003810|254866007|Sertoli-Leydig cell tumor of ovary (disorder)|
Pancreatic Endocrine Carcinoma|C3770|C0496784|60346004|Islet cell carcinoma|
Paracoccidioidomycosis|C34891|C0030409|59925007|Paracoccidioidomycosis (disorder)|
Paracoccidioidomycosis|C34891|C0030409|36866003|Mucocutaneous-lymphangitic paracoccidioidomycosis (disorder)|
Paraganglioma|C3308|C0030421|253029009|Gangliocytic paraganglioma (disorder)|
Paraganglioma|C3308|C0030421|189743009|[M]Paraganglioma NOS|
Paroxysmal Nocturnal Hemoglobinuria|C61233|C0024790|1963002|Paroxysmal nocturnal hemoglobinuria (disorder)|
Peripheral Nervous System Neoplasm|C3321|C0031118|126980002|Neoplasm of peripheral nerve (disorder)|
Pernicious Anemia|C2871|C0002892|84027009|Pernicious anemia (disorder)|
Peroxisomal Disorder|C85005|C0282528|238059005|Disorder of peroxisomal function (disorder)|
Persistent Fetal Circulation Syndrome|C85006|C0031190|35604006|Persistent fetal circulation syndrome (disorder)|
Perthes Disease|C34766|C0023234|240241003|Coxa plana (disorder)|
Pilomatricoma|C7368|C0206711|274901004|Pilomatrixoma (disorder)|
Pityriasis Lichenoides|C85013|C0162853|200983001|Pityriasis lichenoides (disorder)|
Polycystic Kidney Disease|C75464|C0022680|82525005|Congenital cystic kidney disease (disorder)|
Polycythemia Vera|C3336|C0032463|128841001_207441017|Polycythemia vera|
Polycythemia Vera|C3336|C0032463|128841001_207440016|Chronic erythremia [obs]|
Porokeratosis|C85019|C0162839|80432009|Porokeratosis of Mibelli (disorder)|
Prolidase Deficiency|C85029|C0268532|361010007|Deficiency of proline dipeptidase (disorder)|
Pseudomyxoma Peritonei|C3345|C0033822|307601000|Pseudomyxoma peritonei (disorder)|
Pulmonary Veno-Occlusive Disease|C85039|C0034091|89420002|Pulmonary veno-occlusive disease (disorder)|
Raynaud's Disease|C34972|C0034734|195294005|Raynaud's syndrome (disorder)|
Reflex Sympathetic Dystrophy Syndrome|C85042|C0034931|15743005|Posttraumatic osteoporosis (disorder)|
Reflex Sympathetic Dystrophy Syndrome|C85042|C0034931|128079007|Reflex sympathetic dystrophy (disorder)|
Rubinstein-Taybi Syndrome|C75466|C0035934|45582004|Rubinstein-Taybi syndrome (disorder)|
Scheie Syndrome|C61265|C0026708|73123008|Mucopolysaccharidosis, MPS-I-S (disorder)|
Short Rib-Polydactyly Syndrome|C85065|C0036996|205484001|Short rib polydactyly syndrome (disorder)|
Shy-Drager Syndrome|C85066|C0037019|16576004|Shy-Drager syndrome (disorder)|
Sjogren Syndrome|C26883|C1527336|83901003|Sjogren's syndrome (disorder)|
Smith-Lemli-Opitz Syndrome|C85071|C0175694|43929004|Smith-Lemli-Opitz syndrome (disorder)|
Stargardt Disease|C85078|C0271093|47673003|Fundus flavimaculatus (disorder)|
Stevens-Johnson Syndrome|C79484|C0038325|73442001|Stevens-Johnson syndrome (disorder)|
Systemic Mastocytosis|C9235|C0221013|397016004|Systemic mast cell disease (disorder)|
Taeniasis|C85180|C0039254|76172008|Infection by Taenia (disorder)|
Tetanus|C85185|C0039614|76902006|Tetanus (disorder)|
Tetanus|C85185|C0039614|276202003|Infection due to Clostridium tetani (disorder)|
Thalassemia Major|C34375|C0002875|75451007|Thalassemia major (disorder)|
Thoracic Outlet Syndrome|C85188|C0039984|128210009|Thoracic outlet syndrome (disorder)|
Tolosa-Hunt Syndrome|C85193|C0040381|95794005|Tolosa-Hunt syndrome (disorder)|
Tourette Syndrome|C35078|C0040517|5158005|Gilles de la Tourette's syndrome (disorder)|
Tracheoesophageal Fistula|C35080|C0040588|95435007|Tracheoesophageal fistula (disorder)|
Trisomy 18|C36626|C0152096|51500006|Complete trisomy 18 syndrome (disorder)|
Tuberculosis|C3423|C0041296|56717001|Tuberculosis (disorder)|
Turner Syndrome|C26900|C0018051|38804009|Turner syndrome (disorder)|
Type 2 Diabetes Mellitus|C26747|C0011860|44054006|Diabetes mellitus type 2 (disorder)|
Varicose Vein|C35114|C0042345|128060009|Venous varices (disorder)|
Wiskott-Aldrich Syndrome|C3448|C0043194|36070007|Wiskott-Aldrich syndrome (disorder)|
Xerophthalmia|C34503|C0043349|64718006|Conjunctival xerosis (disorder)|
Yellow Nail Syndrome|C85238|C0221348|45342007|Yellow nails (disorder)|
Yolk Sac Tumor|C3011|C0014145|74409009|Endodermal sinus tumor|
Yolk Sac Tumor|C3011|C0014145|404081005|Yolk sac tumor (disorder)|
Abetalipoproteinemia|C84525|C0000744|60193003|Familial hypobetalipoproteinemia (disorder)|
Achondrogenesis|C84527|C0001079|2391001|Achondrogenesis (disorder)|
Acute Myeloid Leukemia|C3171|C0023467|91861009|Acute myeloid leukemia, disease (disorder)|
Acyl-CoA Dehydrogenase, Medium-Chain Deficiency|C84538|C0220710|128596003|Medium-chain acyl-coenzyme A dehydrogenase deficiency (disorder)|
Adenocarcinoma|C2852|C0001418|189582009|[M]Adenocarcinoma NOS|
Adenomatous Polyposis Coli|C3339|C0032580|70921007|Adenomatous polyposis coli|
Adrenal Gland Hyperplasia|C35408|C1621895|237775000|Adrenal hypertrophy or hyperplasia (disorder)|
Aganglionic Megacolon|C34700|C0019569|204739008|Hirschsprung's disease (disorder)|
Alpha Thalassemia|C34368|C0002312|48553001|Hemoglobin H disease (disorder)|
Alpha-Mannosidosis|C84548|C0024748|124466001|Deficiency of alpha-mannosidase (disorder)|
Alveolar Soft Part Sarcoma|C3750|C0206657|404056007|Alveolar soft part sarcoma (disorder)|
Amaurosis Fugax|C84550|C0149793|88032003|Amaurosis fugax (disorder)|
Amebiasis|C84551|C0002438|388759003|Infection due to Entamoeba histolytica (disorder)|
Ankylosing Spondylitis|C84564|C0038013|9631008|Ankylosing spondylitis (disorder)|
Aortic Coarctation|C84567|C0003492|7305005|Coarctation of aorta (disorder)|
Appendix Carcinoma|C9330|C0496779|||
Arthritis|C2883|C0003864|3723001|Arthritis (disorder)|
Atrial Septal Defect|C84473|C0018817|253366007|Interauricular septal defect (disorder)|
Bartter Syndrome|C34412|C0004775|71275003|Pseudoprimary aldosteronism (disorder)|
Benign Migratory Glossitis|C84588|C0017677|59032001|Geographic tongue (disorder)|
Beta-Mannosidosis|C84596|C0342849|238047006|Beta-D-mannosidosis (disorder)|
Biliary Tract Disorder|C2899|C0005424|||
Botulism|C84599|C0006057|398530003|Wound botulism (disorder)|
Cardiogenic Shock|C50482|C0036980|89138009|Cardiogenic shock (disorder)|
Cardiovascular Disorder|C2931|C0007222|49601007|Disorder of cardiovascular system (disorder)|
Caroli Disease|C84619|C0162510|111331000|Congenital dilatation of lobar intrahepatic bile duct (disorder)|
Cerebrospinal Fluid Otorrhea|C34461|C0007814|68382005|Cerebrospinal fluid otorrhea (disorder)|
Cerebrovascular Accident|C3390|C0038454|230690007|Cerebrovascular accident (disorder)|
Charcot-Marie-Tooth Disease|C75467|C0007959|398100001|Hereditary motor and sensory neuropathy (disorder)|
Chilblains|C84631|C0008058|37869000|Chilblains (disorder)|
Chlamydia Psittaci Infection|C44959|C0276108|91494000|Chlamydia psitacci infection (disorder)|
Cholangiocarcinoma|C4436|C0206698|312104005|Cholangiocarcinoma of biliary tract (disorder)|
Cockayne Syndrome|C9460|C0009207|21086008|Cockayne syndrome (disorder)|
Congenital Adrenal Gland Hyperplasia|C34360|C0001627|237751000|Congenital adrenal hyperplasia (disorder)|
Congenital Septal Defect|C84482|C0018816|59494005|Congenital septal defect of heart (disorder)|
Cushing Syndrome|C2969|C0010481|47270006|Hypercortisolism (disorder)|
Cutaneous Leishmaniasis|C34768|C0023283|240637006|Cutaneous leishmaniasis (disorder)|
Dentinogenesis Imperfecta|C84667|C0011436|196286005|Dentinogenesis imperfecta (disorder)|
Dermatitis|C2983|C0011603|182782007|Dermatitis (disorder)|
DiGeorge Syndrome|C2989|C0012236|77128003|DiGeorge sequence (disorder)|
Dihydropyrimidine Dehydrogenase Deficiency|C84672|C1959620|77365006|Dihydrouracil dehydrogenase (NADP+) deficiency (disorder)|
Ectromelia|C34567|C0013589|43036001|Ectromelia (disorder)|
Encephalocele|C84687|C0014065|253101008|Congenital cerebral hernia (disorder)|
Epithelioid Hemangioma|C4298|C0205788|33929001_197054017|Histiocytoid hemangioma|
Erythrokeratodermia Variabilis|C84696|C0265961|70041004|Erythrokeratodermia variabilis (disorder)|
Facial Asymmetry|C84702|C1306710|15253005|Facial asymmetry (disorder)|
Factor XI Deficiency|C84705|C0015523|49762007|Hereditary factor XI deficiency disease (disorder)|
Familial Periodic Paralysis|C84709|C0030443|267607008|Familial periodic paralysis (disorder)|
Fetal Alcohol Syndrome|C84713|C0015923|205788004|Fetal alcohol syndrome (disorder)|
Fragile X Syndrome|C84717|C0016667|613003|Fragile X syndrome (disorder)|
Fuchs Endothelial Dystrophy|C84721|C0016781|193839007|Fuchs' corneal dystrophy (disorder)|
Galactosemia|C84723|C0016952|190749000|Glucose-galactose malabsorption (disorder)|
Gallbladder Neoplasm|C3048|C0016978|126854002|Neoplasm of gallbladder (disorder)|
Gilbert Syndrome|C84729|C0017551|27503000|Gilbert's syndrome (disorder)|
Glanzmann Thrombasthenia|C61249|C0040015|30577005|Qualitative platelet disorder (disorder)|
Glycogen Storage Disease Type IV|C84737|C0017923|11179002|Glycogen storage disease, type IV (disorder)|
Goodpasture Syndrome|C34649|C0403529|236506009|Goodpasture's disease (disorder)|
Great Vessels Transposition|C84742|C0040761|26146002|Complete transposition of great vessels (disorder)|
Gyrate Atrophy|C84744|C0018425|314467007|Gyrate atrophy (disorder)|
Heart Disorder|C3079|C0018799|56265001|Heart disease (disorder)|
Helminthiasis|C84751|C0018889|27601005|Helminth infection (disorder)|
Hemoglobin C Disease|C34675|C0019021|51053007|Hemoglobin C disease (disorder)|
Hemophilia|C3093|C0684275|90935002|Hemophilia (disorder)|
Henoch-Schonlein Purpura|C34963|C0034152|21148002|Allergic purpura (disorder)|
Hereditary Coproporphyria|C84759|C0162531|7425008|Hereditary coproporphyria (disorder)|
Hermansky-Pudlak Syndrome|C37261|C0079504|9311003|Hermansky-Pudlak syndrome (disorder)|
Herpes Zoster Oticus|C84763|C0017409|21954000|Herpes zoster auricularis (disorder)|
Hydatidiform Mole|C3110|C0020217|417044008|Hydatidiform mole, benign (disorder)|
Hyperlipoproteinemia Type I|C84771|C0023817|275598004|Familial lipoprotein lipase deficiency (disorder)|
Hypokalemic Periodic Paralysis|C84775|C0238358|240093008|Hypokalemic periodic paralysis (disorder)|
Imperforate Anus|C84784|C0003466|204731006|Imperforate anus (disorder)|
Islet Cell Adenoma|C65184|C0022134|76345009|Islet cell adenoma|
Japanese B Encephalitis|C34577|C0014057|52947006|Japanese encephalitis virus disease (disorder)|
Joubert Syndrome|C74996|C0431399|253175003|Familial aplasia of the vermis (disorder)|
Kala-Azar|C34771|C0023290|186803007|Visceral leishmaniasis (disorder)|
Kaposi Sarcoma|C9087|C0036220|109385007|Kaposi's sarcoma (disorder)|
Lamellar Ichthyosis|C84805|C0079154|267372009|Congenital non bullous ichthyosiform erythroderma (disorder)|
Lennox-Gastaut Syndrome|C84816|C0238111|51603000|Cutis verticis gyrata (disorder)|
Leptospirosis|C84825|C0023364|93465000|Nanukayami (disorder)|
Lesch-Nyhan Syndrome|C61255|C0023374|10406007|Lesch-Nyhan syndrome (disorder)|
Liddle Syndrome|C84827|C0221043|71275003|Pseudoprimary aldosteronism (disorder)|
Lipoma|C3192|C0023798|93163002|Lipoma (disorder)|
Lipoma|C3192|C0023798|189776008|[M]Lipoma NOS|
Lymphangioma|C8965|C0024221|254836000|Congenital lymphangioma (disorder)|
Malignant Brain Neoplasm|C3568|C0153633|275464006|Cerebral tumor - malignant (disorder)|
Malignant Ovarian Neoplasm|C7431|C1140680|363443007|Malignant tumor of ovary (disorder)|
Mast Cell Leukemia|C3169|C0023461|110002002|Mast cell leukemia (disorder)|
Mastocytosis|C84269|C0024899|78745000|Urticaria pigmentosa (disorder)|
MERRF Syndrome|C84889|C0162672|68448003|Myoclonus epilepsy AND ragged red fibers (disorder)|
MERRF Syndrome|C84889|C0162672|230426003|Myoclonic epilepsy - ragged red fibers (disorder)|
Mitral Valve Prolapse|C50655|C0026267|42069006|Myxoid transformation of mitral valve (disorder)|
Monoclonal Gammopathy of Undetermined Significance|C3996|C0026470|||
Mononeuritis Multiplex|C70938|C0151295|30292005|Mononeuritis multiplex (disorder)|
Moyamoya Disease|C84895|C0026654|89142007|Progressive intracranial arterial occlusion (disorder)|
Mucopolysaccharidosis Type IIIA|C84897|C0086647|41572006|Mucopolysaccharidosis, MPS-III-A (disorder)|
Mucopolysaccharidosis Type IVA|C84901|C0086651|7259005|Mucopolysaccharidosis, MPS-IV-A (disorder)|
Multiple Endocrine Neoplasia Type 1|C3225|C0025267|30664006|Multiple endocrine neoplasia, type 1 (disorder)|
Multiple Sclerosis|C3243|C0026769|192928003|Generalized multiple sclerosis (disorder)|
Mycosis Fungoides|C3246|C0026948|90120004|Mycosis fungoides|
Myositis|C27578|C0027121|26889001|Myositis (disorder)|
Myotonia Congenita|C84912|C2936781|57938005|Congenital myotonia, autosomal dominant form (disorder)|
Necrotizing Ulcerative Gingivitis|C34637|C0017575|240675006|Vincent's infection (disorder)|
Necrotizing Ulcerative Gingivitis|C34637|C0017575|173599005|Acute necrotizing ulcerative gingivostomatitis (disorder)|
Necrotizing Ulcerative Gingivitis|C34637|C1527368|399050001|Acute necrotizing ulcerative gingivitis (disorder)|
Nelson Syndrome|C84917|C0027577|43019009|Nelson syndrome (disorder)|
Neoplasm of the Diffuse Neuroendocrine System|C2879|C0003650|253008000|Apudoma (disorder)|
Nesidioblastosis|C4375|C0027773|66149005|Hyperplasia of pancreatic islet beta cell (disorder)|
Neurogenic Diabetes Insipidus|C84933|C0687720|45369008|Neurohypophyseal diabetes insipidus (disorder)|
Non-Hodgkin Lymphoma|C3211|C0024305|118601006|Non-Hodgkin's lymphoma (disorder)|
Ossification of Posterior Longitudinal Ligament|C84975|C0206366|90448008|Ossification of posterior longitudinal ligament (disorder)|
Osteoarthritis|C3293|C0029408|396275006|Osteoarthritis (disorder)|
Osteosarcoma|C9145|C0029463|21708004|[M]Osteosarcoma NOS|
Pachyonychia Congenita|C84986|C0265334|39427000|Pachyonychia congenita syndrome (disorder)|
Paget Disease of the Breast|C47857|C0030185|2985005|Paget's disease, mammary|
Pagetoid Reticulosis|C35794|C1367970|90120004|Mycosis fungoides|
Pallister-Hall Syndrome|C84987|C0265220|56677004|Pallister-Hall syndrome (disorder)|
Pancreatic Carcinoma|C3850|C0235974|372142002|Carcinoma of pancreas (disorder)|
Pancreatic Endocrine Carcinoma|C3770|C1328479|187794005|Malignant tumor of Islets of Langerhans (disorder)|
Pancreatic Insulin Producing Tumor|C3140|C0021670|302822000|Insulinoma (disorder)|
Papilledema|C3307|C0030353|423341008|Optic disc edema (disorder)|
Pericarditis|C34915|C0031046|3238004|Pericarditis (disorder)|
Peripheral Arterial Disorder|C84496|C1704436|399957001|Peripheral arterial occlusive disease (disorder)|
Peripheral Sensory Neuropathy|C3501|C0151313|95662005|Sensory neuropathy (disorder)|
Pilomatricoma|C7368|C0206711|44155009|[M]Pilomatrixoma|
Piriformis Muscle Syndrome|C85012|C0458224|129179000|Piriformis syndrome (disorder)|
Plasmacytoma|C9349|C0032131|415112005|Plasmacytoma (disorder)|
Plasmacytoma|C9349|C0032131|308122007|Plasmacytoma NOS|
POEMS Syndrome|C80303|C0085404|79268002|Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes (POEMS) syndrome (disorder)|
Prader-Willi Syndrome|C75463|C0032897|89392001|Prader-Willi syndrome (disorder)|
Pregnancy Associated Hypertension|C4371|C0340274|308551004|Gestational hypertension (disorder)|
Prostate Disorder|C26865|C0033575|30281009|Disorder of prostate (disorder)|
Prostatitis|C26866|C0033581|9713002|Prostatitis (disorder)|
Pulmonary Emphysema|C3348|C0034067|87433001|Pulmonary emphysema (disorder)|
Renal Disorder|C3149|C0022658|90708001|Kidney disease (disorder)|
Sarcoma|C9118|C1261473|424413001|Sarcoma (disorder)|
Sarcoma|C9118|C1261473|189764008|[M]Sarcoma NOS|
Schistosomiasis|C35000|C0036323|105661001|Disease due to Schistosomatidae (disorder)|
Septo-Optic Dysplasia|C85063|C0338503|7611002|Septo-optic dysplasia sequence (disorder)|
Smoldering Myeloma|C7149|C1531608|413587002|Asymptomatic (smouldering) myeloma (disorder)|
Superior Mesenteric Artery Syndrome|C85175|C0038828|197006009|Superior mesenteric artery syndrome (disorder)|
Swyer James Syndrome|C85178|C0264395|45145000|Unilateral emphysema (disorder)|
Togaviridae Infection|C85192|C0040361|33947007|Disease due to Togaviridae (disorder)|
Toxic Epidermal Necrolysis|C79777|C0014518|23067006|Lyell's toxic epidermal necrolysis, subepidermal type (disorder)|
Trichorhinophalangeal Syndrome Type II|C75118|C0023003|41069008|Langer-Giedion syndrome (disorder)|
Trisomy 9|C84282|C0432411|205650008|Trisomy 9 (disorder)|
Tuberculosis|C3423|C0041296|373576009|Infection due to Mycobacterium tuberculosis (disorder)|
Usher Syndrome|C85217|C0271097|57838006|Retinitis pigmentosa-deafness syndrome (disorder)|
Uveomeningoencephalitic Syndrome|C85218|C0042170|47230004|Harada's disease (disorder)|
Variegate Porphyria|C85219|C0162532|58275005|Variegate porphyria (disorder)|
Vascular Disorder|C35117|C0042373|27550009|Disorder of blood vessel (disorder)|
von Willebrand Disease, Type 3|C85213|C1264041|128108002|von Willebrand disease type 3 (disorder)|
Weill-Marchesani Syndrome|C85226|C0265313|205801004|Marchesani syndrome (disorder)|
Wolman Disease|C61271|C0043208|238074007|Xanthomatosis, familial (disorder)|
X-Linked Ichthyosis|C84779|C0079588|72523005|X-linked ichthyosis with steryl-sulfatase deficiency (disorder)|
Yaws|C41353|C0043388|70647001|Yaws (disorder)|
Zygomycosis|C77212|C0043541|59277005|Zygomycosis (disorder)|
Abducens Nerve Disorder|C27593|C0271355|398963001|Abducens nerve weakness (disorder)|
Abducens Nerve Disorder|C27593|C0271355|398925009|Abducens nerve disorder (disorder)|
Acrocephalosyndactyly|C34348|C1510455|63661009|Apert's syndrome (disorder)|
Acrocephalosyndactyly|C34348|C1510455|268262006|Acrocephalosyndactyly (disorder)|
Acute Infective Polyneuritis|C26790|C0018378|128085000|Infectious neuronitis (disorder)|
Acute Megakaryoblastic Leukemia|C3170|C0023462|188754005|Megakaryocytic leukemia (disorder)|
Addison's Disease|C26689|C0001403|373662000|Primary adrenocortical insufficiency (disorder)|
Adiposis Dolorosa|C84540|C0001529|71404003|Lipomatosis dolorosa (disorder)|
Adrenal Gland Pheochromocytoma|C3326|C0031511|85583005|[M]Phaeochromocytoma NOS|
Alcoholic Liver Disease|C34783|C0023896|41309000|Alcoholic liver damage (disorder)|
Alpha Thalassemia|C34368|C0002312|68913001|alpha Thalassemia (disorder)|
Alport Syndrome|C34842|C1567741|399340005|Hereditary nephritis (disorder)|
Arachnoid Cyst|C3455|C0078981|33595009|Arachnoid cyst (disorder)|
Arnold-Chiari Malformation|C84570|C0003803|373587001|Chiari malformation type II (disorder)|
Arrhythmia|C2881|C0003811|44808001|Conduction disorder of the heart (disorder)|
Asbestosis|C84573|C0003949|22607003|Asbestosis (disorder)|
Aspartylglycosaminuria|C61273|C0268225|54954004|Aspartylglucosaminuria (disorder)|
Asthma|C28397|C0004096|195967001|Asthma (disorder)|
Atrial Fibrillation|C50466|C0004238|49436004|Atrial fibrillation (disorder)|
Atrial Septal Defect|C84473|C0018817|405752007|Congenital atrial septal defect (disorder)|
Autoimmune Hemolytic Anemia|C34378|C0002880|413603009|Autoimmune hemolytic anemia (disorder)|
Bartonella Infection|C84586|C0004771|240454008|Carrion's disease (disorder)|
Brachial Plexopathy|C27194|C0700251|3548001|Brachial plexus disorder (disorder)|
Byssinosis|C84605|C0006542|85761009|Byssinosis (disorder)|
Carcinoma In Situ|C2917|C0007099|68956006|Carcinoma in situ, no ICD-O subtype (morphologic abnormality)|
Chagas Disease|C84629|C0041234|77506005|Infection by Trypanosoma cruzi (disorder)|
Chronic Obstructive Pulmonary Disease|C3199|C0024117|13645005|Chronic obstructive lung disease (disorder)|
Chronic Renal Failure|C9438|C0022661|46177005|End stage renal disease (disorder)|
Chylous Ascites|C34482|C0008732|52985009|Chylous ascites (disorder)|
Cleidocranial Dysplasia|C75020|C0008928|65976001|Cleidocranial dysostosis (disorder)|
Coccidioidomycosis|C84642|C0009186|60826002|Coccidioidomycosis (disorder)|
Condyloma Acuminatum|C2960|C0009663|240542006|Anogenital warts (disorder)|
Congenital Pure Red Cell Aplasia|C61236|C0398550|234371002|Congenital pure red cell aplasia (disorder)|
Craniosynostosis|C84655|C0010278|57219006|Craniosynostosis syndrome (disorder)|
Cystinosis|C2976|C0010690|190681003|Cystinosis (disorder)|
Deep Vein Thrombosis|C49343|C0149871|128053003|Deep venous thrombosis (disorder)|
Dengue Fever|C34528|C0011311|38362002|Dengue (disorder)|
Ebstein Anomaly|C84681|C0013481|253468007|Ebstein's anomaly of right atrioventricular valve (disorder)|
Ectodermal Dysplasia|C84683|C0013575|254154003|Congenital ectodermal defect (disorder)|
Encephalitis|C26760|C0014038|45170000|Encephalitis (disorder)|
Endometriosis|C3014|C0014175|129103003|Endometriosis (disorder)|
Epidermolysis Bullosa Acquisita|C84690|C0079293|2772003|Acquired epidermolysis bullosa (disorder)|
Epidermolysis Bullosa Simplex|C84692|C0079298|67144006|Epidermolysis bullosa simplex (disorder)|
Epithelioid Hemangioma|C4298|C0205788|125574005|Angiolymphoid hyperplasia with eosinophilia (disorder)|
Erythropoietic Porphyria|C84697|C0162530|22935002|Congenital erythropoietic porphyria (disorder)|
Esophageal Carcinoma|C3513|C0152018|372138000|Carcinoma of esophagus (disorder)|
Factor I Deficiency|C26692|C0001733|359727008|Fibrinogen deficiency (disorder)|
Fallopian Tube Carcinoma|C3867|C0238122|276870001|Carcinoma of fallopian tube (disorder)|
Farber Lipogranulomatosis|C84710|C0268255|79935000|Farber's lipogranulomatosis (disorder)|
Fatal Familial Insomnia|C84711|C0206042|83157008|Fatal familial insomnia (disorder)|
Focal Dermal Hypoplasia|C84715|C0016395|205573006|Focal dermal hypoplasia (disorder)|
Galactosemia|C84723|C0016952|190745006|Galactosemia (disorder)|
Gaucher Disease|C61268|C0017205|62201009|Chronic non-neuropathic Gaucher's disease (disorder)|
Glomerulonephritis|C26784|C0017658|36171008|Glomerulonephritis (disorder)|
Glycogen Storage Disease Type I|C84733|C0017920|124437004|Deficiency of glucose-6-phosphatase (disorder)|
Glycogen Storage Disease Type IIb|C84735|C0878677|419097006|Danon disease (disorder)|
Goldenhar Syndrome|C84740|C0265240|367462009|Facio-auriculo-vertebral spectrum (disorder)|
Goldenhar Syndrome|C84740|C0265240|205418005|Goldenhar syndrome (disorder)|
Gray Platelet Syndrome|C84741|C0272302|51720005|Gray platelet syndrome (disorder)|
Great Vessels Transposition|C84742|C0040761|204297006|Total great vessel transposition (disorder)|
HELLP Syndrome|C84750|C0162739|95605009|Hemolysis-elevated liver enzymes-low platelet count syndrome (disorder)|
Hemophilia A|C27146|C0019069|234440005|Factor VIII deficiency (disorder)|
Hepatitis|C3095|C0019158|128241005|Inflammatory disease of liver (disorder)|
Hepatocellular Carcinoma|C3099|C2239176|||
Hepatolenticular Degeneration|C84756|C0019202|88518009|Wilson's disease (disorder)|
Hereditary Hemolytic Anemia|C34379|C0002881|38911009|Hereditary hemolytic anemia (disorder)|
Hereditary Non-Polyposis Colon Cancer|C8494|C1333990|||
Hodgkin Lymphoma|C9357|C0019829|188532005|Hodgkin's paragranuloma NOS|
Hurler Syndrome|C61261|C0086795|254069004|Dysostosis multiplex (disorder)|
Hydatidiform Mole|C3110|C0020217|44782008|Molar pregnancy (disorder)|
Hydroa Vacciniforme|C84766|C0020241|200832000|Hydroa aestivale (disorder)|
Ichthyosis Bullosa of Siemens|C84777|C0432306|254169002|Ichthyosis bullosa of Siemens (disorder)|
Idiopathic Thrombocytopenic Purpura|C3446|C0043117|13172003|Chronic idiopathic thrombocytopenic purpura (disorder)|
Interstitial Cystitis|C27189|C0282488|111409009|Ulcerative cystitis (disorder)|
Leiomyoma|C3157|C0023267|189788005|[M]Leiomyoma NOS|
